title,price_from,wasPrice,location,sleeps,bedrooms,pets,customer_ratings,hot_tub,provider,date_scraped,url
57 Cliff End,627,was £926,"Freshwater, Isle of Wight",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Norton-Green/57-Cliff-End-942183.html?_hsearch=220406624df6dea4df2&_price=627&_display=1#duration=7&start=2022-08-20&changeover=6
The Blue House,736,was £1021,"Bickerton near Malpas, North Wales & Snowdonia",4,2,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Bickerton/The-Blue-House-1033556.html?_hsearch=220406624df6dea841b&_price=736&_display=1#duration=7&start=2022-08-19&changeover=5
Houghton North Farm Cottage,689,was £955,"Heddon-on-the-Wall near Hexham, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Houghton/Houghton-North-Farm-Cottage-10513.html?_hsearch=220406624df6deaceb6&_price=689&_display=1#duration=7&start=2022-08-20&changeover=6
"Sail Away, 17 Union Mill",1070,was £1346,"Whitby, North York Moors & Coast",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-West-Pier/Sail-Away-17-Union-Mill-1064152.html?_hsearch=220406624df6debae78&_price=1070&_display=1#duration=7&start=2022-08-19&changeover=5
Heathylee,857,was £1176,"Longnor, Peak District & Derbyshire Dales",6,3,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Tunstead/Heathylee-7800.html?_hsearch=220406624df6dec0ca4&_price=857&_display=1#duration=7&start=2022-08-20&changeover=6
May Cottage,4681,,"Hope Cove, Devon",8,4,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Hope-Cove/May-Cottage-995621.html?_hsearch=220406624df6ded2c38&_price=4681&_display=1#duration=7&start=2022-08-19&changeover=5
The Cottage,602,was £889,"Peak Forest near Tideswell and Castleton, Peak District & Derbyshire Dales",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Old-Dam/The-Cottage-5630.html?_hsearch=220406624df6ded7d16&_price=602&_display=1#duration=7&start=2022-08-20&changeover=6
"4 Keeper's Cottage, Hillfield Village",1292,was £1767,"Dartmouth, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Lower-Wadstray/4-Keepers-Cottage-Hillfield-Village-1037313.html?_hsearch=220406624df6deddeae&_price=1292&_display=1#duration=7&start=2022-08-20&changeover=6
Bay Leaf Cottage,872,was £1075,"Kirkby Stephen, Cumbria & The Lake District",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Kirkby-Stephen/Bay-Leaf-Cottage-983664.html?_hsearch=220406624df6dee3895&_price=872&_display=1#duration=7&start=2022-08-19&changeover=5
The Cart House,579,was £801,"Ab Kettleby near Melton Mowbray, Peak District & Derbyshire Dales",2,1,Yes,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Leicestershire-Ab-Kettleby/The-Cart-House-1050035.html?_hsearch=220406624df6dee8b87&_price=579&_display=1#duration=7&start=2022-08-19&changeover=5
1 Meadow View,579,was £801,"Stanhope, Northumberland",4,2,Yes,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Bushy-Flat/1-Meadow-View-1074649.html?_hsearch=220406624df6df09887&_price=579&_display=1#duration=7&start=2022-08-19&changeover=5
Well Cottage,741,was £924,"Minton, Church Stretton, Shropshire",5,2,No,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Shropshire-Minton/Well-Cottage-957603.html?_hsearch=220406624df6df0ed49&_price=741&_display=1#duration=7&start=2022-08-19&changeover=5
Curlew,864,was £1186,"Bowes, Yorkshire Dales - North",2,1,Yes,4.9,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Bowes/Curlew-963701.html?_hsearch=220406624df6df14efc&_price=864&_display=1#duration=7&start=2022-08-20&changeover=6
Gull's Nest,871,was £1196,"Pakefield, Suffolk",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Kirkley/Gulls-Nest-1051412.html?_hsearch=220406624df6e040943&_price=871&_display=1#duration=7&start=2022-08-20&changeover=6
Uptop,862,was £1183,"Dartmouth, Devon",3,2,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Old-Mill-Cott/Uptop-1078941.html?_hsearch=220406624df6e044547&_price=862&_display=1#duration=7&start=2022-08-19&changeover=5
East Wing,885,was £1215,"Crewkerne, Somerset",4,2,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Crewkerne/East-Wing-953487.html?_hsearch=220406624df6e047882&_price=885&_display=1#duration=7&start=2022-08-19&changeover=5
Stoneybeck,1285,was £1840,"Greenhead near Haltwhistle, Northumberland",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Greenhead/Stoneybeck-933922.html?_hsearch=220406624df6e04c999&_price=1285&_display=1#duration=7&start=2022-08-20&changeover=6
Farm View Lodge,951,was £1308,"Painswick, Gloucestershire",4,2,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Painswick-Ho/Farm-View-Lodge-1069818.html?_hsearch=220406624df6e04f445&_price=951&_display=1#duration=7&start=2022-08-19&changeover=5
Pier View,974,was £1432,"Paighton, Devon",4,2,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Paignton/Pier-View-963718.html?_hsearch=220406624df6e052f85&_price=974&_display=1#duration=7&start=2022-08-20&changeover=6
Knot Cottage,1279,was £1899,"Rye, Sussex",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-Rye/Knot-Cottage-1055679.html?_hsearch=220406624df6e057a42&_price=1279&_display=1#duration=7&start=2022-08-20&changeover=6
Little Valley View,953,was £1311,"Angarrack, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Carwin/Little-Valley-View-1018569.html?_hsearch=220406624df6e05a0a4&_price=953&_display=1#duration=7&start=2022-08-19&changeover=5
Dappledown,706,was £979,"St. Margaret's at Cliffe near Dover, Kent",4,1,No,4.3,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-St-Margarets-at-Cliffe/Dappledown-931067.html?_hsearch=220406624df6e05d162&_price=706&_display=1#duration=7&start=2022-08-19&changeover=5
Middle Cottage,513,was £713,"Westbury, Shropshire",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-Wales-Snowdonia-Westbury/Middle-Cottage-945045.html?_hsearch=220406624df6e0609b2&_price=513&_display=1#duration=7&start=2022-08-19&changeover=5
Esk View,909,was £1249,"Whitby, North York Moors & Coast",5,3,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Airy-Hill/Esk-View-1075732.html?_hsearch=220406624df6e062d62&_price=909&_display=1#duration=7&start=2022-08-19&changeover=5
Dawn Catcher,3275,was £3524,"Falmouth, Cornwall",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Falmouth/Dawn-Catcher-964454.html?_hsearch=220406624df6e065144&_price=3275&_display=1#duration=7&start=2022-08-20&changeover=6
The Cedars,609,was £843,"South Lakeland Leisure Village, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Pine-Lake/The-Cedars-979668.html?_hsearch=220406624df6e06777a&_price=609&_display=1#duration=7&start=2022-08-19&changeover=5
19 Quayside Walk,846,was £1161,"Marchwood, Hampshire",4,2,No,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Hampshire-River-Test/19-Quayside-Walk-1072706.html?_hsearch=220406624df6e06a192&_price=846&_display=1#duration=7&start=2022-08-20&changeover=6
Potters by the Sea,771,was £1097,"Sennen, Cornwall",2,1,Yes,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Mayon/Potters-by-the-Sea-1009332.html?_hsearch=220406624df6e06c80c&_price=771&_display=1#duration=7&start=2022-08-20&changeover=6
Derowen,1464,was £1896,"Port Isaac, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Lobber-Point/Derowen-1080508.html?_hsearch=220406624df6e06e22a&_price=1464&_display=1#duration=7&start=2022-08-20&changeover=6
Stanley House,2715,was £3377,"Weymouth, Dorset",8,4,No,4.5,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Nothe-Fort/Stanley-House-1000215.html?_hsearch=220406624df6e07013f&_price=2715&_display=1#duration=7&start=2022-08-19&changeover=5
Lavender Lodge,836,,"Northam Nr Bideford Devon, Devon",4,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Buckleigh/Lavender-Lodge-1008367.html?_hsearch=220406624df6e071c54&_price=836&_display=1#duration=7&start=2022-08-20&changeover=6
Coras House,815,was £906,"Amble, Northumberland",5,2,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Amble/Coras-House-1090510.html?_hsearch=220406624df6e07370a&_price=815&_display=1#duration=7&start=2022-08-19&changeover=5
Ensdon Lea Cottage,560,was £774,"Ensdon near Nesscliffe, Shropshire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-Wales-Snowdonia-Ensdon/Ensdon-Lea-Cottage-1016760.html?_hsearch=220406624df6e083bed&_price=560&_display=1#duration=7&start=2022-08-19&changeover=5
Stagsholt Lodge,495,was £687,"Washfield near Tiverton, Devon",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Stoodleigh/Stagsholt-Lodge-18132.html?_hsearch=220406624df6e18939f&_price=495&_display=1#duration=7&start=2022-08-20&changeover=6
Huffin,1217,was £1750,"Dartmouth, Devon",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/Huffin-1050944.html?_hsearch=220406624df6e18d658&_price=1217&_display=1#duration=7&start=2022-08-20&changeover=6
Lake View Cottage,1813,,"Upper Hulme near Leek, Peak District & Derbyshire Dales",4,2,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Benthead/Lake-View-Cottage-1081440.html?_hsearch=220406624df6e193624&_price=1813&_display=1#duration=7&start=2022-08-20&changeover=6
Bankhouse,637,was £882,"Easington, Vale of York & Yorkshire Wolds",4,2,Yes,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lincolnshire-Easington/Bankhouse-975597.html?_hsearch=220406624df6e19784b&_price=637&_display=1#duration=7&start=2022-08-19&changeover=5
Chalet H5,789,was £1081,"St Merryn, Cornwall",5,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-H5-955704.html?_hsearch=220406624df6e19c89f&_price=789&_display=1#duration=7&start=2022-08-20&changeover=6
The Sidings,973,was £1060,"Pickering, North York Moors & Coast",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Pickering/The-Sidings-939239.html?_hsearch=220406624df6e1a0e09&_price=973&_display=1#duration=7&start=2022-08-20&changeover=6
Langdale Lodge,674,was £934,"Sampford Courtenay, Devon",2,1,Yes,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Sampford-Courtenay/Langdale-Lodge-1074296.html?_hsearch=220406624df6e1a702c&_price=674&_display=1#duration=7&start=2022-08-19&changeover=5
Victoria Cottage,1134,was £1682,"Chipping Norton, Oxfordshire",6,3,Yes,4.3,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Oxfordshire-Chipping-Norton/Victoria-Cottage-1044146.html?_hsearch=220406624df6e1ac1a1&_price=1134&_display=1#duration=7&start=2022-08-19&changeover=5
Garden View,335,was £453,"Kington, Herefordshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Herefordshire-Kington/Garden-View-1011538.html?_hsearch=220406624df6e1b0f5e&_price=335&_display=1#duration=7&start=2022-08-19&changeover=5
Sally End,561,was £689,"Ravenstonedale near Kirkby Stephen, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Fell-End/Sally-End-11602.html?_hsearch=220406624df6e1b531b&_price=561&_display=1#duration=7&start=2022-08-19&changeover=5
Barforth Hall Cottage,604,was £892,"Gainford near Barnard Castle, Yorkshire Dales - North",2,1,Yes,4.9,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Whaw/Barforth-Hall-Cottage-915731.html?_hsearch=220406624df6e1df552&_price=604&_display=1#duration=7&start=2022-08-19&changeover=5
The Coach House,731,was £912,"Great Lyth near Shrewsbury, Shropshire",5,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-Wales-Snowdonia-Annscroft/The-Coach-House-2601.html?_hsearch=220406624df6e20a07c&_price=731&_display=1#duration=7&start=2022-08-19&changeover=5
Ocean Gem,1766,was £2616,"Carbis Bay, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Carbis-Bay/Ocean-Gem-1073888.html?_hsearch=220406624df6e20db4f&_price=1766&_display=1#duration=7&start=2022-08-20&changeover=6
The Old Wagon Shed,1653,was £2049,"Leven near Beverley, North York Moors & Coast",6,3,Yes,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Leven/The-Old-Wagon-Shed-945342.html?_hsearch=220406624df6e21220d&_price=1653&_display=1#duration=7&start=2022-08-19&changeover=5
2 Drumraugh Cottages,940,was £1160,"Hutton Rudby, North York Moors & Coast",4,2,Yes,4.9,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hutton-Rudby/2-Drumraugh-Cottages-1056313.html?_hsearch=220406624df6e216212&_price=940&_display=1#duration=7&start=2022-08-19&changeover=5
Kentmere Fell Views,1510,was £2100,"Kentmere, Cumbria & The Lake District",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Windermere/Kentmere-Fell-Views-1076710.html?_hsearch=220406624df6e21b216&_price=1510&_display=1#duration=7&start=2022-08-20&changeover=6
Nicky Nook Lodge,690,was £956,"Scorton, Cumbria & The Lake District",4,2,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Burns-Fm/Nicky-Nook-Lodge-1014348.html?_hsearch=220406624df6e22040f&_price=690&_display=1#duration=7&start=2022-08-20&changeover=6
Glenridding Cottage,845,was £1159,"Flitholme near Appleby-in-Westmorland, Cumbria & The Lake District",6,3,Yes,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Flitholme/Glenridding-Cottage-904101.html?_hsearch=220406624df6e2246ce&_price=845&_display=1#duration=7&start=2022-08-19&changeover=5
Holly Tree Cottage,1234,was £1578,"Ashton Hayes near Tarvin, North Wales & Snowdonia",8,4,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-North-Wales-Snowdonia-Grange-The/Holly-Tree-Cottage-1021017.html?_hsearch=220406624df6e227c78&_price=1234&_display=1#duration=7&start=2022-08-19&changeover=5
Warren Cottage,1812,was £2569,"Dartmouth, Devon",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/Warren-Cottage-995904.html?_hsearch=220406624df6e24ab78&_price=1812&_display=1#duration=7&start=2022-08-19&changeover=5
Falmouth Retreat,1347,was £1770,"Falmouth, Cornwall",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Falmouth/Falmouth-Retreat-1053115.html?_hsearch=220406624df6e35193a&_price=1347&_display=1#duration=7&start=2022-08-19&changeover=5
Exchange Cottage,1004,,"Tideswell, Peak District & Derbyshire Dales",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Tideswell/Exchange-Cottage-2422.html?_hsearch=220406624df6e355b7f&_price=1004&_display=1#duration=7&start=2022-08-17&changeover=3
High View Lodge,1120,was £1661,"Pony Meadow 40, White Cross Bay near Windermere, Cumbria & The Lake District",4,2,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Windermere/High-View-Lodge-1068830.html?_hsearch=220406624df6e359a55&_price=1120&_display=1#duration=7&start=2022-08-19&changeover=5
Avalon,2060,was £3056,"Leonard Stanley, Gloucestershire",8,4,Yes,4.8,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Leonard-Stanley/Avalon-973095.html?_hsearch=220406624df6e39b6a5&_price=2060&_display=1#duration=7&start=2022-08-19&changeover=5
Rooster Cottage,493,was £617,"Ainthorpe near Castleton, North York Moors & Coast",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Castle-Houses/Rooster-Cottage-1071998.html?_hsearch=220406624df6e39f49a&_price=493&_display=1#duration=7&start=2022-08-19&changeover=5
Nethercote Byre,1590,was £2198,"Winsford, near Exford, Devon",8,4,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Nethercote/Nethercote-Byre-975976.html?_hsearch=220406624df6e3a3be9&_price=1590&_display=1#duration=7&start=2022-08-19&changeover=5
Bobby Jo's,927,was £1309,"Blockley, Gloucestershire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Blockley/Bobby-Jos-1091394.html?_hsearch=220406624df6e3b48c3&_price=927&_display=1#duration=7&start=2022-08-19&changeover=5
The Artist's Retreat,813,was £1115,"King's Lynn, Norfolk",4,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cambridgeshire-Eau-Brink/The-Artists-Retreat-1004737.html?_hsearch=220406624df6e3cdc8d&_price=813&_display=1#duration=7&start=2022-08-20&changeover=6
Number 19,598,was £828,"Skipton, Yorkshire Dales - South",2,1,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Skipton/Number-19-1083891.html?_hsearch=220406624df6e3d16d7&_price=598&_display=1#duration=7&start=2022-08-19&changeover=5
Corner Cottage,628,was £870,"Staindrop near Barnard Castle, Yorkshire Dales - North",4,2,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Staindrop/Corner-Cottage-943949.html?_hsearch=220406624df6e3d63ed&_price=628&_display=1#duration=7&start=2022-08-20&changeover=6
Old Rectory Cottage,1079,was £1487,"Sturminster Newton, Dorset",4,2,Yes,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Manston/Old-Rectory-Cottage-1072821.html?_hsearch=220406624df6e3d9806&_price=1079&_display=1#duration=7&start=2022-08-20&changeover=6
Sunnyside Cottage,764,was £1046,"Downholme near Richmond, Yorkshire Dales - North",7,3,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Stainton/Sunnyside-Cottage-8082.html?_hsearch=220406624df6e3dd75d&_price=764&_display=1#duration=7&start=2022-08-19&changeover=5
Kirrin Cottage,853,was £1171,"Hannakin near Hawkshead, Cumbria & The Lake District",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Hawkshead/Kirrin-Cottage-927498.html?_hsearch=220406624df6e3e2748&_price=853&_display=1#duration=7&start=2022-08-19&changeover=5
Gamekeepers Cottage,688,was £954,"Chillingham near Chatton, Northumberland",4,2,Yes,4.4,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Chillingham/Gamekeepers-Cottage-968196.html?_hsearch=220406624df6e3e67e6&_price=688&_display=1#duration=7&start=2022-08-20&changeover=6
Berries,484,was £672,"Barningham near Diss, Suffolk",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Suffolk-Barningham/Berries-930189.html?_hsearch=220406624df6e3ea39b&_price=484&_display=1#duration=7&start=2022-08-19&changeover=5
Pendle View Luxury Apartment,857,was £1176,"Giggleswick near Settle, Yorkshire Dales - South",4,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Giggleswick/Pendle-View-Luxury-Apartment-1067923.html?_hsearch=220406624df6e3ed08f&_price=857&_display=1#duration=7&start=2022-08-19&changeover=5
Chi Gwynn,3494,was £4864,"Crantock, Cornwall",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Crantock/Chi-Gwynn-1073581.html?_hsearch=220406624df6e3f1126&_price=3494&_display=1#duration=7&start=2022-08-19&changeover=5
Bramble Grange,619,was £914,"Overseal, Peak District & Derbyshire Dales",4,2,No,4.9,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Leicestershire-Overseal/Bramble-Grange-27758.html?_hsearch=220406624df6e404689&_price=619&_display=1#duration=7&start=2022-08-20&changeover=6
Ellis House,816,was £1119,"Haworth, Yorkshire Dales - South",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Dockroyd/Ellis-House-1059917.html?_hsearch=220406624df6e408d9b&_price=816&_display=1#duration=7&start=2022-08-20&changeover=6
The Granary,645,was £893,"Hingham, Norfolk",4,2,Yes,4.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Hall-Fm/The-Granary-1033944.html?_hsearch=220406624df6e40d83d&_price=645&_display=1#duration=7&start=2022-08-20&changeover=6
